nmkab,January 2020,February 2020,March 2020,April 2020,May 2020,June 2020,July 2020,August 2020,September 2020,October 2020,November 2020,December 2020,January 2021,February 2021,March 2021,April 2021,May 2021,June 2021,July 2021,August 2021,September 2021,October 2021,November 2021,December 2021,January 2022,February 2022,March 2022,April 2022,May 2022,June 2022,July 2022,August 2022,September 2022,October 2022,November 2022,December 2022
BOJONEGORO,239.01465399047754,234.3640652424045,236.11704321716456,235.7865627499736,234.2766606603398,221.98954598514044,216.53306457942642,224.1018264466534,232.8939769176689,227.848630540753,228.76637280753744,224.48814404496886,225.856728227343,226.0221070684837,229.22926021980155,232.28294141910743,233.7638929014568,224.37839859856078,216.4847139257163,224.26136707118908,224.79808387593457,231.09282864600462,217.33265476868388,226.29362087997393,230.26017304233548,227.14449753094868,230.17858496726024,229.40659938912466,229.99185388426778,216.72454839824795,211.2329308147952,217.98325854649104,227.64915925338957,214.81448465547675,215.63320769589174,227.90617939156283
TUBAN,239.09290279403098,235.6458813583868,237.3392326689081,237.18928883131343,237.38577310388294,227.49552461948514,222.0813122042669,227.64461525817123,235.23352602061004,232.7464785976227,230.89157133408222,227.01920480296192,227.89685881906317,228.2669788539739,230.64537844068116,234.43571263634564,237.30349224489174,228.19833352249842,222.49230946855107,228.80474269008135,229.34899944816044,234.62755519375062,221.74258636682094,229.43289081793597,232.246014817482,229.35718702668,232.39229342214944,233.05480628862384,233.86403610048978,222.89563381329052,218.2316219780908,224.2211233263799,232.63703235502464,223.54679482914509,220.519009115139,230.36427092587746
LAMONGAN,243.82103352330705,239.96300253567253,240.76546242424396,239.87979679372947,237.9702262277963,227.73079575170252,222.59885266884498,229.40381959054736,239.26932761723938,238.6123747860321,235.73667119753827,231.79620332082766,231.2262828717648,231.86913419236322,234.04932995243695,237.1139312174093,237.37661233292877,229.6370860256035,222.9538974671917,229.9800010133879,233.64188860225204,240.2059886809,226.6544876553954,234.90857920836794,235.44245169334906,233.44262573167705,235.96963361627425,236.23591886729687,234.33017053553158,224.19672499520834,220.99675055020361,225.80168002062044,235.5102363176135,228.47989416707253,225.61814889309434,235.5463107178971
GRESIK,245.93677328486802,242.13648790358556,243.0863985681732,241.37709384677376,241.6840755399334,234.89000827236688,230.82250698845885,234.96847889931402,243.2415715651996,243.64462342279202,241.83241845260602,235.39254072372472,235.02039184572206,234.95214328108545,236.26018900359514,239.4593439305737,240.4653867562174,234.08753947825684,231.11208903404003,236.09250289840395,237.70415063703393,242.87420159358396,232.79090285658057,239.0618951408302,238.6166449863002,236.64688679158263,239.1788122849263,239.17336297854425,237.56292688027224,230.61373889457826,230.54845792625022,233.3662813404311,239.82327887102193,233.45097623155263,232.63121542289016,239.3032268381415
BANGKALAN,241.13686256098802,237.7204925388213,238.13652085029523,237.05380903423656,236.35092499598872,229.46172245960395,224.3216448467055,230.6797962809993,240.79942176607977,236.64704851103306,235.44176358374295,229.7433722982571,231.02615721068995,229.3257691461988,231.40332261649354,235.77124697660332,235.61831807025592,227.2414676325689,225.8934100350032,232.18663346625382,235.266219372322,234.83094234894907,225.63219449578372,233.0096481271281,233.5578649915911,231.83951483024398,233.96154417576423,235.6532943882192,231.77538613308297,225.6700292979777,224.9289122902938,230.11200682232823,238.70017412388364,226.23193836133382,225.53071236279573,233.5712243939837
SAMPANG,236.52811968973967,233.2060584779186,234.1544403965408,234.23060089416148,233.22752525410837,226.0008151543463,220.1760890148545,228.3632108302659,239.08654430990904,236.4456574219801,232.39496422726484,226.4954288652424,226.8887533781876,225.465534647195,227.62770333398115,233.11130932599255,232.51038381228844,224.0256366041922,221.98125772045213,230.4231717028572,234.1428652048234,235.7872321747692,222.23653584484472,229.80983076141672,228.9379009148539,227.63542221859922,230.38967826484966,232.87131534559367,228.9056270731569,223.249299280783,220.8839408323352,228.3877501112999,238.52601909969334,226.69400986963797,222.76279635563307,230.54836373441012
PAMEKASAN,232.3344450738339,228.14297992030635,229.83342448628795,230.39097292757245,229.68248984295641,223.15914817563873,217.40177455269944,228.18175248066254,236.62648449097583,237.30116122353306,230.24840807875617,224.16609207750602,223.24028732713495,221.84552992421274,223.11508711618097,229.47047620907867,229.05039944526925,220.59442632236895,219.5241473943276,230.760660012501,233.34003633096336,237.31589870302363,219.52687221657965,227.30602488475665,225.2947642393938,223.84665305883271,227.28073970622708,230.3044964450348,225.60016895851254,220.46971443081497,218.88745214469884,229.5531682162671,238.1420960621923,228.4807699820298,220.66088659270264,228.67410539885924
SUMENEP,235.34706810910123,230.24964781801566,232.17950088576183,233.36888988378973,233.8480986032365,226.75245562506976,221.44050729643868,228.375308279847,237.48120795526017,236.96737347500374,233.60208646115947,226.66050814553518,224.30856159228722,224.82513633784768,225.08036503421468,231.94486663398945,233.79003585502085,225.58413965318292,223.7568979424855,231.12491171328344,234.8009718293008,237.3103099587417,221.86378951674857,230.05543247947674,226.8957772897619,225.1962570291665,228.75866174705448,232.7674904187204,229.75803071412855,223.9410321923284,222.414223906692,229.45233675158948,238.4780952454469,228.58060046545916,223.22748640481046,231.1130166461467
KEDIRI,238.291901329128,235.02010587970253,233.45246677179537,233.93973867988277,230.5127844109032,212.1791507096192,203.8316625366073,212.87728091912584,218.3954156341517,218.45838026582553,223.43669745438152,221.88212435233152,224.29623789141692,225.19362469024543,226.45246677179532,226.93973867988277,227.50844784861445,220.09743185402104,207.5319328677629,212.8414057220093,215.93016445145292,221.85908988510914,218.91490200495593,227.84624915521502,228.3197229105653,226.43720432529835,229.42633476008098,225.17847488172995,227.9020612750619,213.4252083802657,208.91276188330698,214.20697229105642,219.07918450101363,212.70556431628737,215.5284974093263,225.5424082000449
BLITAR,231.96954550738107,229.7722887364872,226.73555736371026,228.4848308729512,224.31884226432638,204.73869580378937,193.8572590956643,203.56666279204927,207.68522608392414,209.0652098105312,216.48483087295128,214.77228873648724,219.9695455073811,220.02301522724622,219.73555736371023,221.73555736371029,219.98628385446926,212.73869580378934,193.66314076484943,201.6484947111472,203.68522608392416,209.5698012321283,212.54143903289543,220.77228873648724,222.9695455073811,221.69045681738922,222.73869580378928,219.73869580378928,223.90445193537138,207.44368243635935,196.9422294548413,203.5698012321283,205.8205277228873,203.86795303963734,210.6537254446123,217.21422759502494
MALANG,211.8942678734301,211.7602960780186,208.27453869360832,207.8612572791692,205.2734512032555,186.24363291938542,176.97340910685472,189.4390303795692,189.4715147688206,191.2521574405388,200.52631025047359,196.62607872026936,198.44204728829013,203.70164175962958,201.48396828737808,200.86999228232648,200.39760050515676,192.38514698659927,178.5679856872237,187.19743211955372,186.33185995930683,195.42212165859812,194.64119834420822,202.41240440608988,202.30274328211607,203.69844944923875,204.27499473794987,199.8623096891883,202.9449589560093,186.40254683224586,179.7973058303515,185.44271381463554,188.94566056268854,185.32031852943234,193.291798217919,199.46306040833505
PROBOLINGGO,230.85025111409766,228.1394213765297,226.20096201457167,228.26441253448394,227.13319657635992,212.07420244747817,202.11459291221618,211.45483483058632,217.0982528117705,221.70135106458227,228.00905425479243,219.69583362806813,219.9225436797057,220.48723208601535,220.6732687274528,225.22267807880024,225.03466081912705,213.78793237603452,205.11650279408641,212.3364928909952,215.09825281177046,225.5849190068614,217.84466294121802,223.94963570771733,222.76890429369732,221.5611515880314,224.27679139845796,225.9254438706939,223.31145221758499,211.56440546084735,204.50682605927707,211.8026455400721,220.09634292990023,216.6325953172525,216.68748673693145,224.44012166654875
PASURUAN,237.0282590759075,234.19544141914187,232.58518976897687,233.56858498349823,229.5294966996699,216.31549092409233,206.94441006600653,212.6539810231022,221.2566006600659,223.09550330032994,233.79146039603947,220.472462871287,222.98772689768964,226.37757838283812,226.58518976897682,229.98741749174906,228.54775165016494,218.48865511551142,209.556105610561,213.24731848184817,216.97194719471935,227.63479785478543,217.36520214521434,224.61551155115512,226.98772689768964,225.84612211221116,229.95276402640252,229.936159240924,223.2961014851484,212.4979372937293,206.78052805280518,212.61489273927384,222.8184818481847,212.9962871287128,216.098803630363,225.9425536303629
MOJOKERTO,245.30329586587922,240.17050866831778,238.970089540865,239.39740903029156,236.37702419508477,223.49685654410368,215.56372642408084,224.1724137931035,234.0683939798057,234.97466184035054,239.37416650790632,231.24709468470184,230.30329586587922,232.1705086683178,231.97008954086496,235.39455134311302,234.22404267479516,225.19089350352448,213.5938273956944,223.1724137931035,225.91541245951615,237.74795199085548,225.5183844541818,235.24709468470186,235.30329586587922,232.1705086683178,234.15031434558958,233.57763383501617,231.560106686988,220.14059820918266,213.35435321013526,219.32539531339302,229.65860163840728,221.82168032006095,224.24423699752342,234.93122499523722
MADIUN,243.09903544190215,239.74742036787802,243.45379093764015,241.50616868550918,236.23351278600262,223.4408927770301,215.85834454912515,222.1278600269179,226.61238223418567,226.63571108120226,233.77602063705697,229.2327276805742,230.47543741588152,230.37101839389862,236.45379093764012,236.40758187528033,235.13492597577385,226.39457155675183,218.30843427545977,219.74035441902197,219.53746074472855,230.15040376850607,224.23855989232837,233.20995962314933,234.49899057873483,232.74742036787794,237.93909825033637,233.6104755495738,232.03645132346344,219.03061911170934,218.4591745177209,218.3875056078959,222.07492148945713,217.2717586361597,222.2385598923284,232.66128308658588
SURABAYA,255.02944121539974,248.50512746734196,250.21584853542052,251.94606663981133,250.8515393911494,242.13981699948212,235.50504690107627,239.23567934626243,247.75076250215818,249.705104448409,253.42099326696228,240.9554353455719,239.41327041491627,239.5051274673419,243.3500604246995,249.55906082753071,249.8587212982679,240.87799965471623,236.0489957990448,240.22224779881475,239.4438971053692,248.3161650457503,238.2623007423607,245.02437705012383,243.85064165275966,240.45392185072208,245.3686482131555,248.15773723887918,244.09191459975852,236.0667318869772,234.97631351786848,237.02454969212184,243.3867756229501,236.1075559647812,237.21510042009572,245.5672440582381
BATU,154.31702023658232,152.8637598983283,153.9407566722065,151.28790693127385,149.8486460064523,138.46379900283506,132.12707009482844,137.31809561051912,141.47938214879267,143.55497116042622,152.63851793919252,143.77413236875552,141.54685697526642,144.12902532016818,147.17374132368755,145.94149965783558,144.07723140091895,141.172235800176,132.4014859712582,135.31809561051912,136.71645322123382,147.07916707400534,144.02471404829407,149.5692052008995,145.52286636034802,144.70781112523218,150.14844070779165,144.051344217421,146.69257991983577,137.13780428194352,133.13796069997068,134.66714243816605,140.47484602600449,135.47953856681983,143.16805161794895,146.77567699677388
