nmkab,January 2020,February 2020,March 2020,April 2020,May 2020,June 2020,July 2020,August 2020,September 2020,October 2020,November 2020,December 2020,January 2021,February 2021,March 2021,April 2021,May 2021,June 2021,July 2021,August 2021,September 2021,October 2021,November 2021,December 2021,January 2022,February 2022,March 2022,April 2022,May 2022,June 2022,July 2022,August 2022,September 2022,October 2022,November 2022,December 2022
BOJONEGORO,84.33382374798143,94.07046941198669,99.88330246671326,105.3284581330064,137.29698587038027,153.3311401055087,235.16927655211202,251.0391056974378,221.46496485547232,167.10101484102702,117.42766105612266,143.23159316848486,109.77116395268632,169.01062602181315,93.35310021659517,126.45288261944881,142.75421542284482,140.96863294551054,227.68891122938194,264.4422716273695,211.4204935430594,166.77254835816856,96.41649396389184,116.03836256059904,108.63478247800225,80.89472005450777,104.10181475686062,112.48117525838607,140.8662136593561,123.3384712756736,215.5295392718593,234.3380153737475,200.128905017092,128.38036248378043,96.01631895099139,140.18575081035317
TUBAN,106.19107350426026,120.08917494100028,119.72558696562555,155.7772524646883,189.07754717054985,193.04143885342594,272.6289289222692,295.49986497540203,263.4852588362839,213.82694934425018,184.8496334767074,215.683009209069,142.76047027697663,232.51580179171782,122.73442422771811,177.888939332861,201.4737445647707,190.8342758963482,259.82274596980926,271.1944197660354,255.41436896547708,199.25912590163182,154.17840467459092,167.42829019721444,145.75208701063374,107.99251689764364,127.59397907705807,139.923701317762,184.97996156691167,140.31754263059238,249.29014242159784,249.49849124688387,228.92181880090345,150.93744251670202,158.26530572308621,201.78662982517267
LAMONGAN,107.51096551617796,115.3691264818043,108.85299929723767,135.96706930470592,173.64786538686096,173.4805021997125,263.69036158114943,286.2414109882074,253.47096313691995,192.90044787331783,154.42220376583717,181.9487005505339,143.4417070736667,214.96119385887047,113.13936504649473,148.97716132471822,178.43588009420125,177.88133670248044,251.14014932047965,269.49973894250786,247.40469198520478,186.87442583874366,132.14208136622295,142.6010358585047,138.85500404253588,106.70281082914947,116.67932666994193,127.08787613758282,176.37019935099124,139.9319928710377,242.27664163305255,252.9432965502961,223.0100259295081,148.5392897033199,131.0144892415674,165.27878076237616
GRESIK,126.06349118485512,127.03587870065414,124.76306895586752,164.4610814351482,206.84210850024155,220.18131552160554,280.60729628912094,335.3338007681926,289.8232358178111,244.60989178267982,207.4434080921585,252.84381832775193,173.0106187668946,264.4443521875647,136.38743584302813,191.21652997272275,215.62840773850755,204.10656899738302,264.09823512588457,295.37980619904766,281.0596932766262,197.64237543014775,169.43203589407688,194.25092026237866,171.76016901460437,122.10259580108185,130.79919059963916,134.36169002303353,186.85210299558096,157.08554365441802,262.501545302741,285.41132729973367,237.30471524913983,162.89572819893058,177.35112045980836,208.6099963404773
BANGKALAN,119.36106043227898,110.09348015998007,118.41315497025633,162.33489430739698,231.20855643574947,238.0995239821479,328.68919778214905,320.98519649850533,287.0688948184775,256.9551200147382,185.95967219544656,242.13346328244333,147.32437556085128,284.5630263087518,127.22741886599593,191.3128227680349,232.27552578875745,227.05201728164704,293.98651579891975,274.0675160901168,281.3928722120863,188.7303516351601,139.3573758995905,182.77971248759445,171.6331691141078,104.47973804161144,124.02844221523624,117.84939175496669,208.622281914293,171.4260330062816,304.5033012224329,272.51175187643753,220.00600222260536,151.1160568368881,155.17667928520072,223.3300152729823
SAMPANG,107.17777889251866,99.56439405815179,105.36741514556772,167.23305262761858,230.50153938763083,224.1218906564499,309.48830253512983,316.57052025658516,271.64695665259995,256.83014691589443,212.11529417666267,253.81373096144313,127.69063638472777,294.3665310166228,119.67544316179551,201.80863938198735,231.04681494115198,203.64674972880417,271.26245461784913,275.16036594159715,272.3316549514356,183.03566613786114,152.8312818615616,193.34943785702185,165.8785169207231,99.99670803052436,116.94483286200682,115.14553640291193,202.21668683651131,156.92194583612874,280.5908614927354,274.50234827155913,207.47581186237673,124.55746524620791,171.5803334608317,246.73364518212426
PAMEKASAN,118.04169271036797,90.2348816313775,104.93944839440586,173.70971364950387,227.5434604265959,217.02735565278547,308.7671400109383,328.69418509258526,270.2027502148605,266.9575259785922,247.9113602625206,284.12165989530433,128.0927220876631,306.5907981092273,120.42825611375879,214.47534963669025,230.28874326119225,209.42793382295494,283.4108621767325,278.57186108289704,279.2007676380968,187.38407297445116,179.04538440503165,211.82069888272528,174.49156184076884,97.05851043050244,116.99385694194856,112.79684936323149,198.2062563481523,147.7387393546372,290.6521017266975,287.98011563403384,211.2118622548637,115.30060942261117,195.4560414876162,277.66549144464403
SUMENEP,130.66868262710398,109.7495937846152,102.22459368812702,175.0878621685149,226.89736355601514,259.84087163593864,325.6678914237415,322.9733808312652,304.28448199336975,286.7257689145849,253.7553406226962,288.58525119741864,140.10561600006173,326.20533078089784,124.666363050417,246.8833341695649,237.27245184273187,210.5673892990705,282.48671357280455,287.21220460133077,296.76832021736845,217.20936784781128,163.5858880196376,212.771353806846,204.226492576197,127.80718952987091,111.0904905074894,123.3716455872081,175.05557721179952,178.56496937464047,294.4208005434216,284.5828621492177,232.92459638979744,107.09746081613604,182.59564876745966,276.85720516096177
KEDIRI,122.99729668844327,118.66017120973189,113.48445595854919,112.22460013516555,145.9917774273484,170.7496057670645,207.31527371029506,275.1712097319214,216.868664113539,142.24205902230224,98.32056769542687,133.22482541112853,142.95393106555522,150.43872493804903,123.48445595854912,142.22460013516547,145.9917774273484,120.74960576706457,195.53671998197783,295.1712097319214,186.86866411353904,185.89772471277308,88.32056769542685,123.22482541112856,125.19824284748806,143.27720207253884,125.87181797702178,150.04392881279557,142.84861455282712,150.1897949988735,182.39975219644055,277.6391079071861,186.60734399639554,148.22538860103623,77.88127956747012,135.9258842081549
BLITAR,134.93083807973963,142.50726490759033,133.92305009880275,154.45774729745438,179.71637800767172,212.60025572474714,280.9659421132163,216.42217830989176,220.796233871905,192.90712542136455,129.96861559920958,166.6744159014297,138.25642217830992,185.58061141462278,143.92305009880275,183.89166569801228,180.2824596071138,131.46809252586306,249.8337789143322,226.42217830989185,193.3034987794955,205.6666279204928,102.16203649889572,146.67441590142974,144.9308380797396,172.50726490759035,143.92305009880275,166.30710217366033,159.49436243170993,170.93339532721143,250.39986051377423,209.7477624084621,182.73741718005343,161.56224572823427,102.72811809833777,164.16715099383933
MALANG,134.00933136883467,121.81751210271524,119.4141584227882,133.7500877008349,159.34329614817935,177.35774924577285,245.16207114291723,246.6393040061741,222.9513084964569,172.0718445239599,140.74686031011012,144.2696274468533,141.67263032344067,154.697256717884,123.06988002525783,145.64442573493304,150.12523679225433,130.3830772468954,226.75962955167336,257.2258471900653,211.05697046235883,173.76622465445868,136.3084964568863,132.95130849645685,136.87785027713466,141.81751210271523,130.1901354100891,145.93348768680278,154.67480530414656,158.55819827404753,225.77527538062162,247.02588928646603,202.70890338876026,167.78327369676558,128.29088612923596,150.88683084262965
PROBOLINGGO,167.03473155549264,183.6393860083469,158.81445851312154,193.01266180943622,224.70184621914126,241.85824432340652,274.46629412180795,382.4071585201951,349.31244252670297,272.4050364292283,223.95204074414656,200.27657918936123,167.03473155549264,223.63938600834686,158.81445851312154,193.01266180943622,234.70184621914115,201.8773431421093,250.00282945462266,402.4071585201951,349.31244252670297,286.8685010964136,193.95204074414647,180.27657918936123,157.0347315554926,183.3175355450237,168.61639668953805,193.01266180943622,224.50378439555774,213.21284572398667,237.2639173799249,371.4189714932446,332.78772016693773,215.38728160147127,193.95204074414647,226.16396689538084
PASURUAN,205.16501650165017,183.73968646864685,170.30837458745867,207.71658415841577,229.6431518151814,248.20853960396028,271.2293729372936,387.15346534653446,351.7254537953795,286.4181105610561,226.3407590759075,217.09674092409227,205.36200495049502,239.68853135313518,162.237004950495,208.12190594059393,239.64315181518134,228.20853960396028,261.2293729372935,387.1390264026401,341.7254537953794,276.03857260726073,192.46802805280524,206.40160891089104,201.8688118811881,183.348803630363,172.23700495049496,198.12190594059402,228.21266501650152,219.92471122112192,251.22937293729353,376.95544554455427,331.72545379537945,226.42945544554448,190.34240924092404,235.86324257425719
MOJOKERTO,104.93236807010861,112.77195656315494,119.97142312821494,121.73366355496283,148.3996951800343,159.13697847208994,226.18403505429612,309.5237188035817,227.6071632691942,174.3017717660507,116.86987997713851,153.73975995427702,124.93236807010858,175.03905505810633,110.0,131.73366355496287,148.3996951800343,159.13697847208994,236.15545818251107,307.25662030863026,217.6071632691942,174.574204610402,105.31148790245763,133.73975995427702,122.86721280243854,104.574204610402,110.0,122.23661649838063,158.3711183082492,149.13697847208994,217.5119070299105,288.5844922842446,215.03905505810636,158.67212802438561,102.20994475138123,143.73975995427702
MADIUN,122.14782413638405,94.1621803499327,88.15388066397486,96.69919246298788,127.51009421265141,147.45737999102735,210.39816061013903,266.8057424854195,235.4553611484971,152.42709735307307,97.12314939434724,132.89479587258856,135.7873485868102,144.16218034993273,88.15388066397486,121.3245850157021,132.8847016599372,98.20659488559892,186.00829968595784,296.8057424854194,205.4553611484971,162.4270973530731,72.73328847016602,117.52018842530279,132.37550471063255,111.56572454015253,101.56572454015252,122.89030955585461,126.6487213997308,120.0,180.39816061013906,258.54082548227905,197.19044414535668,127.80955585464334,67.12314939434724,130.3521758636159
SURABAYA,191.39621338550972,189.72722564309151,168.5885941186627,186.91362145364582,203.75692006675504,197.42579271450782,260.178166541981,315.96213385509594,287.5151061748289,251.24026011394372,233.96305461241886,251.98653392415264,202.84537031708575,297.98112447488086,168.05927375266165,196.91362145364576,212.56097139897574,197.42579271450782,244.7538700581229,287.2495827818381,268.1424871957185,212.4223974218796,196.90602520573174,221.50071934165857,218.46820509869363,179.34027737814364,169.23312424469137,172.81417966277274,202.09898141221163,162.2532082637971,247.20837889163846,273.2553375151063,246.37923692236862,182.85469298498026,206.19715716176552,251.18374863325113
BATU,119.37295923355168,118.88337080848572,139.14713070681395,163.57121908299936,182.12161501613062,191.43943689510212,232.9410499560075,247.0042037344803,227.27754423697334,219.76537295923364,186.48646006452242,160.559976537296,136.10597321341285,158.8833708084857,142.85169615798225,175.9010655978102,181.68403558510119,167.8496431713755,229.2364845048394,258.51598396715224,221.04604555675053,222.29230618828825,180.42193762831164,147.02532016814936,124.07879558119078,130.30051813471505,144.04164629973607,173.5712190829993,184.34998533580998,182.8708573663115,226.43210480007832,242.4176361325643,216.91309023364954,218.4948675334833,173.1219082999316,154.81669762440123
